
GenomeNet icon	
LinkDB Search


Mode: Single Entry to Database
From: KEGG GENOME T02695
To: KEGG GENES
Hits: 10123 from 1 database
ID                   Definition
mis:MICPUN_54857     hypothetical protein 
mis:MICPUN_54858     hypothetical protein 
mis:MICPUN_54859     hypothetical protein 
mis:MICPUN_54860     DER1.2; derlin-like protein; K13989 Derlin-2/3 
mis:MICPUN_54861     hypothetical protein 
mis:MICPUN_54862     hypothetical protein 
mis:MICPUN_54863     hypothetical protein 
mis:MICPUN_54865     hypothetical protein 
mis:MICPUN_54867     hypothetical protein 
mis:MICPUN_54877     hypothetical protein 
mis:MICPUN_54880     hypothetical protein 
mis:MICPUN_54891     hypothetical protein 
mis:MICPUN_54901     hypothetical protein 
mis:MICPUN_54905     ntf2; nuclear transport factor 2 
mis:MICPUN_54916     hypothetical protein 
mis:MICPUN_54920     HEME4; uroporphyrinogen decarboxylase chloroplast precursor; K01599 uroporphyrinogen decarboxylase [ 
mis:MICPUN_54925     mitochondrial carrier family 
mis:MICPUN_54929     hypothetical protein 
mis:MICPUN_54933     SGPL; sphingosine-1-phosphate lyase; K01634 sphinganine-1-phosphate aldolase [EC:4.1.2.27] 
mis:MICPUN_54934     UBP1; ubiquitin carboxyl-terminal hydrolase 
mis:MICPUN_54937     PSP3; prasinophyte-specific protein-3 
mis:MICPUN_54938     RFC2; replication factor c, subunit 2; K10755 replication factor C subunit 2/4 
mis:MICPUN_54946     SNRPD2|FCP1, FCP1; hypothetical protein 
mis:MICPUN_54948     HISG; ATP phosphoribosyl transferase chloroplast precursor; K00765 ATP phosphoribosyltransferase [EC 
mis:MICPUN_54949     hypothetical protein 
mis:MICPUN_54950     LHCA2; chlorophyll a/b-binding protein, chloroplast precursor; K08908 light-harvesting complex I chl 
mis:MICPUN_54955     hypothetical protein 
mis:MICPUN_54956     hypothetical protein 
mis:MICPUN_54958     hypothetical protein 
mis:MICPUN_54961     hypothetical protein 
mis:MICPUN_54965     TFB4; RNA polymerase II transcription factor B subunit 4; K03143 transcription initiation factor TFI 
mis:MICPUN_54972     sister chromatid arm cohesin; K06671 cohesin complex subunit SA-1/2 
mis:MICPUN_54975     RPL18.2; ribosomal protein L18, chloroplast precursor 
mis:MICPUN_54982     aminotransferase; K10206 LL-diaminopimelate aminotransferase [EC:2.6.1.83] 
mis:MICPUN_54984     glycosyltransferase family 20 protein; K16055 trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.1 
mis:MICPUN_54987     PIPK1; phosphatidylinositol-4-phosphate 5-kinase 
mis:MICPUN_54997     RAB11; small GTPase from the rab subfamily 
mis:MICPUN_55005     eukaryotic translation factor; K15026 translation initiation factor 2A 
mis:MICPUN_55006     carbohydrate-binding module family 48 protein 
mis:MICPUN_55009     hypothetical protein 
mis:MICPUN_55021     SIN3; SIN3 component of histone deacetylase complex; K11644 paired amphipathic helix protein Sin3a 
mis:MICPUN_55025     CYP59; peptidyl-prolyl cis trans isomerase cyclophilin 59, nuclear; K12735 peptidyl-prolyl cis-trans 
mis:MICPUN_55028     ELF7R; PAF1 complex protein; K15174 RNA polymerase II-associated factor 1 
mis:MICPUN_55029     hypothetical protein 
mis:MICPUN_55032     DIM1; mitosis protein DIM1/U5snRNP-specific component; K12859 U5 snRNP protein, DIM1 family 
mis:MICPUN_55038     inositol-pentakisphosphate 2-kinase; K10572 inositol-pentakisphosphate 2-kinase [EC:2.7.1.158] 
mis:MICPUN_55039     hypothetical protein 
mis:MICPUN_55042     hypothetical protein 
mis:MICPUN_55048     hypothetical protein 
mis:MICPUN_55049     hypothetical protein 
mis:MICPUN_55052     aspartyl aminopeptidase; K01267 aspartyl aminopeptidase [EC:3.4.11.21] 
mis:MICPUN_55060     BBS9; bardet-biedl syndrome 9 
mis:MICPUN_55061     MYB transcription factor-like protein 
mis:MICPUN_55062     yippee zinc-binding-like protein 
mis:MICPUN_55064     hypothetical protein 
mis:MICPUN_55067     hypothetical protein 
mis:MICPUN_55068     hypothetical protein 
mis:MICPUN_55070     hypothetical protein 
mis:MICPUN_55092     hypothetical protein 
mis:MICPUN_55097     hypothetical protein 
mis:MICPUN_55099     hypothetical protein 
mis:MICPUN_55103     hypothetical protein 
mis:MICPUN_55105     hypothetical protein; K14402 cleavage and polyadenylation specificity factor subunit 2 
mis:MICPUN_55112     hypothetical protein 
mis:MICPUN_55127     hypothetical protein 
mis:MICPUN_55138     ubiquitin carrier protein; K10583 ubiquitin-conjugating enzyme E2 S [EC:6.3.2.19] 
mis:MICPUN_55140     hypothetical protein 
mis:MICPUN_55144     hypothetical protein 
mis:MICPUN_55157     hypothetical protein; K02083 allantoate deiminase [EC:3.5.3.9] 
mis:MICPUN_55160     hypothetical protein; K06662 cell cycle checkpoint protein 
mis:MICPUN_55161     hypothetical protein 
mis:MICPUN_55163     hypothetical protein; K12492 ADP-ribosylation factor GTPase-activating protein 1 
mis:MICPUN_55164     hypothetical protein 
mis:MICPUN_55168     hypothetical protein; K01669 deoxyribodipyrimidine photo-lyase [EC:4.1.99.3] 
mis:MICPUN_55174     hypothetical protein; K14721 DNA-directed RNA polymerase III subunit RPC5 
mis:MICPUN_55175     hypothetical protein; K08857 NIMA (never in mitosis gene a)-related kinase [EC:2.7.11.1] 
mis:MICPUN_55177     hypothetical protein; K03671 thioredoxin 1 
mis:MICPUN_55178     hypothetical protein 
mis:MICPUN_55179     demethylmenaquinone methyltransferase/aldolase 
mis:MICPUN_55180     NAD-ME; NAD dependent malate dehydrogenase; K00028 malate dehydrogenase (decarboxylating) [EC:1.1.1. 
mis:MICPUN_55181     hypothetical protein 
mis:MICPUN_55182     hypothetical protein 
mis:MICPUN_55187     RN3.2; ribonuclease III domain-containing protein 
mis:MICPUN_55191     SKIP; gamyb-binding protein; K06063 SNW domain-containing protein 1 
mis:MICPUN_55192     hypothetical protein 
mis:MICPUN_55196     BOP5; axonemal inner arm I1 intermediate chain dynein IC138 
mis:MICPUN_55199     bromodomain-containing protein 
mis:MICPUN_55206     hypothetical protein 
mis:MICPUN_55209     hypothetical protein 
mis:MICPUN_55210     hypothetical protein 
mis:MICPUN_55212     hypothetical protein 
mis:MICPUN_55214     methyltransferase; K02493 release factor glutamine methyltransferase [EC:2.1.1.-] 
mis:MICPUN_55217     hypothetical protein; K03123 transcription initiation factor TFIIA small subunit 
mis:MICPUN_55221     hypothetical protein 
mis:MICPUN_55222     hypothetical protein; K00058 D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95] 
mis:MICPUN_55225     bromodomain-containing protein 
mis:MICPUN_55230     hypothetical protein 
mis:MICPUN_55231     hypothetical protein 
mis:MICPUN_55237     hypothetical protein 
mis:MICPUN_55238     hypothetical protein 
mis:MICPUN_55251     CTP synthase; K01937 CTP synthase [EC:6.3.4.2] 
mis:MICPUN_55256     hypothetical protein; K08735 DNA mismatch repair protein MSH2 
mis:MICPUN_55257     hypothetical protein 
mis:MICPUN_55258     hypothetical protein 
mis:MICPUN_55259     hypothetical protein; K14404 cleavage and polyadenylation specificity factor subunit 4 
mis:MICPUN_55263     hypothetical protein; K12572 PAB-dependent poly(A)-specific ribonuclease subunit 3 
mis:MICPUN_55265     mid-like protein type B 
mis:MICPUN_55266     hypothetical protein 
mis:MICPUN_55267     hypothetical protein 
mis:MICPUN_55270     lectin domain-containing protein 
mis:MICPUN_55271     hypothetical protein 
mis:MICPUN_55278     hypothetical protein 
mis:MICPUN_55281     hypothetical protein 
mis:MICPUN_55284     hypothetical protein; K15032 mTERF domain-containing protein, mitochondrial 
mis:MICPUN_55300     hypothetical protein 
mis:MICPUN_55304     hypothetical protein 
mis:MICPUN_55305     hypothetical protein 
mis:MICPUN_55306     hypothetical protein 
mis:MICPUN_55312     hypothetical protein; K02877 large subunit ribosomal protein L15e 
mis:MICPUN_55314     hypothetical protein 
mis:MICPUN_55315     hypothetical protein 
mis:MICPUN_55317     hypothetical protein 
mis:MICPUN_55318     glycosyltransferase family 24 protein; K11718 UDP-glucose:glycoprotein glucosyltransferase [EC:2.4.1 
mis:MICPUN_55322     hypothetical protein 
mis:MICPUN_55324     hypothetical protein; K01735 3-dehydroquinate synthase [EC:4.2.3.4] 
mis:MICPUN_55325     hypothetical protein; K01853 cycloartenol synthase [EC:5.4.99.8] 
mis:MICPUN_55326     LC4, DLC4, ODA-LC4; dynein 18 kDa light chain, flagellar outer arm; K02183 calmodulin 
mis:MICPUN_55340     hypothetical protein 
mis:MICPUN_55343     hypothetical protein 
mis:MICPUN_55347     hypothetical protein 
mis:MICPUN_55348     hypothetical protein 
mis:MICPUN_55350     hypothetical protein; K03026 DNA-directed RNA polymerase III subunit RPC4 
mis:MICPUN_55351     hypothetical protein 
mis:MICPUN_55352     hypothetical protein 
mis:MICPUN_55359     hypothetical protein 
mis:MICPUN_55360     hypothetical protein 
mis:MICPUN_55361     e2f1-like protein; K06620 transcription factor E2F3 
mis:MICPUN_55364     hypothetical protein; K07937 ADP-ribosylation factor 1 
mis:MICPUN_55365     BLD10; basal body protein 10 
mis:MICPUN_55373     dna-repair protein UVH3; K10846 DNA excision repair protein ERCC-5 
mis:MICPUN_55375     SELB; selenocysteine-specific elongation factor 
mis:MICPUN_55382     hypothetical protein 
mis:MICPUN_55383     hypothetical protein 
mis:MICPUN_55384     hypothetical protein 
mis:MICPUN_55391     LHCA5; chlorophyll a/b-binding protein, chloroplast precursor 
mis:MICPUN_55395     hypothetical protein 
mis:MICPUN_55401     hypothetical protein 
mis:MICPUN_55403     hypothetical protein 
mis:MICPUN_55405     ODA7; dynein associated LRR protein 
mis:MICPUN_55406     hypothetical protein; K02731 20S proteasome subunit alpha 4 [EC:3.4.25.1] 
mis:MICPUN_55415     hypothetical protein 
mis:MICPUN_55418     hypothetical protein 
mis:MICPUN_55419     hypothetical protein 
mis:MICPUN_55420     hypothetical protein; K12947 signal peptidase complex subunit 2 [EC:3.4.-.-] 
mis:MICPUN_55421     hypothetical protein 
mis:MICPUN_55425     hypothetical protein 
mis:MICPUN_55427     hypothetical protein 
mis:MICPUN_55432     glycosyltransferase family 13 protein; K00726 alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylgluco 
mis:MICPUN_55433     hypothetical protein; K11090 lupus La protein 
mis:MICPUN_55434     ubiquinol cytochrome c reductase; K17662 cytochrome b pre-mRNA-processing protein 3 
mis:MICPUN_55435     hypothetical protein 
mis:MICPUN_55436     hypothetical protein 
mis:MICPUN_55439     hypothetical protein 
mis:MICPUN_55440     hypothetical protein 
mis:MICPUN_55447     hypothetical protein 
mis:MICPUN_55448     hypothetical protein 
mis:MICPUN_55449     Drug/Metabolite transporter superfamily 
mis:MICPUN_55450     cephalosporin hydroxylase 
mis:MICPUN_55453     hypothetical protein 
mis:MICPUN_55454     global transcription factor group C 
mis:MICPUN_55458     hypothetical protein 
mis:MICPUN_55459     hypothetical protein; K17408 small subunit ribosomal protein S29, mitochondrial 
mis:MICPUN_55463     translation initiation factor; K03243 translation initiation factor 5B 
mis:MICPUN_55464     hypothetical protein 
mis:MICPUN_55466     TLP40; peptidyl-prolyl cis-trans isomerase chloroplast precursor 
mis:MICPUN_55467     hypothetical protein 
mis:MICPUN_55469     hypothetical protein 
mis:MICPUN_55472     hypothetical protein 
mis:MICPUN_55473     hypothetical protein 
mis:MICPUN_55476     hypothetical protein; K00611 ornithine carbamoyltransferase [EC:2.1.3.3] 
mis:MICPUN_55479     cation diffusion facilitator family 
mis:MICPUN_55483     hypothetical protein 
mis:MICPUN_55486     hypothetical protein 
mis:MICPUN_55492     hypothetical protein 
mis:MICPUN_55496     hypothetical protein; K14944 RNA-binding protein Nova 
mis:MICPUN_55501     hypothetical protein 
mis:MICPUN_55510     hypothetical protein 
mis:MICPUN_55511     COP1; E3 ubiquitin-protein ligase COP1; K10143 E3 ubiquitin-protein ligase RFWD2 [EC:6.3.2.19] 
mis:MICPUN_55514     hypothetical protein 
mis:MICPUN_55515     hypothetical protein 
mis:MICPUN_55518     PAF2; proteasome subunit alpha type-1-b; K02725 20S proteasome subunit alpha 6 [EC:3.4.25.1] 
mis:MICPUN_55519     NOP5; nucleolar RNA binding protein; K14565 nucleolar protein 58 
mis:MICPUN_55522     hypothetical protein 
mis:MICPUN_55525     luecine-rich repeat protein 
mis:MICPUN_55526     u-box domain/leucine-rich repeat protein 
mis:MICPUN_55528     hypothetical protein 
mis:MICPUN_55529     u-box domain/leucine-rich repeat protein 
mis:MICPUN_55531     hypothetical protein 
mis:MICPUN_55535     hypothetical protein 
mis:MICPUN_55536     hypothetical protein 
mis:MICPUN_55537     hypothetical protein 
mis:MICPUN_55539     hypothetical protein 
mis:MICPUN_55543     hypothetical protein 
mis:MICPUN_55546     hypothetical protein 
mis:MICPUN_55550     hypothetical protein 
mis:MICPUN_55555     hypothetical protein 
mis:MICPUN_55557     hypothetical protein 
mis:MICPUN_55561     hypothetical protein 
mis:MICPUN_55564     regulator of chromosome condensation, RCC1 
mis:MICPUN_55565     hypothetical protein 
mis:MICPUN_55566     hypothetical protein 
mis:MICPUN_55567     hypothetical protein 
mis:MICPUN_55569     hypothetical protein 
mis:MICPUN_55572     peptidyl-prolyl cis-trans isomerase; K01802 peptidylprolyl isomerase [EC:5.2.1.8] 
mis:MICPUN_55574     hypothetical protein 
mis:MICPUN_55576     hypothetical protein 
mis:MICPUN_55578     hypothetical protein 
mis:MICPUN_55579     hypothetical protein 
mis:MICPUN_55580     hypothetical protein 
mis:MICPUN_55581     hypothetical protein; K09487 heat shock protein 90kDa beta 
mis:MICPUN_55582     hypothetical protein 
mis:MICPUN_55583     hypothetical protein 
mis:MICPUN_55585     hypothetical protein 
mis:MICPUN_55586     hypothetical protein 
mis:MICPUN_55587     hypothetical protein 
mis:MICPUN_55588     haloacid-halidohydrolase 
mis:MICPUN_55589     glutathione S-transferase; K00799 glutathione S-transferase [EC:2.5.1.18] 
mis:MICPUN_55591     hypothetical protein 
mis:MICPUN_55593     hypothetical protein 
mis:MICPUN_55594     hypothetical protein 
mis:MICPUN_55595     hypothetical protein 
mis:MICPUN_55599     hypothetical protein 
mis:MICPUN_55601     monovalent Cation:Proton antiporter-1 family; K12041 solute carrier family 9 (sodium/hydrogen exchan 
mis:MICPUN_55605     voltage-gated ion channel superfamily 
mis:MICPUN_55606     hypothetical protein 
mis:MICPUN_55607     C-4 sterol methyl oxidase 
mis:MICPUN_55609     hypothetical protein 
mis:MICPUN_55610     hypothetical protein 
mis:MICPUN_55611     hypothetical protein; K07192 flotillin 
mis:MICPUN_55612     hypothetical protein 
mis:MICPUN_55615     hypothetical protein 
mis:MICPUN_55616     hypothetical protein 
mis:MICPUN_55617     hypothetical protein; K00323 NAD(P) transhydrogenase [EC:1.6.1.2] 
mis:MICPUN_55618     hypothetical protein 
mis:MICPUN_55622     hypothetical protein 
mis:MICPUN_55629     cold-shock protein 
mis:MICPUN_55630     hypothetical protein 
mis:MICPUN_55638     hypothetical protein 
mis:MICPUN_55641     DnaJ protein 
mis:MICPUN_55642     hypothetical protein 
mis:MICPUN_55643     hypothetical protein; K02357 elongation factor Ts 
mis:MICPUN_55645     hypothetical protein 
mis:MICPUN_55646     CDKA; cyclin dependant kinase A; K02206 cyclin-dependent kinase 2 [EC:2.7.11.22] 
mis:MICPUN_55648     hypothetical protein 
mis:MICPUN_55655     bromodomain-containing protein 
mis:MICPUN_55656     hypothetical protein; K01609 indole-3-glycerol phosphate synthase [EC:4.1.1.48] 
mis:MICPUN_55658     hypothetical protein 
mis:MICPUN_55659     hypothetical protein 
mis:MICPUN_55662     hypothetical protein 
mis:MICPUN_55664     Nucleobase:Cation symporter-1 family; K03457 nucleobase:cation symporter-1, NCS1 family 
mis:MICPUN_55668     hypothetical protein 
mis:MICPUN_55669     hypothetical protein 
mis:MICPUN_55674     hypothetical protein 
mis:MICPUN_55677     set domain protein 
mis:MICPUN_55679     hypothetical protein; K11876 proteasome assembly chaperone 2 
mis:MICPUN_55680     hypothetical protein 
mis:MICPUN_55681     hypothetical protein 
mis:MICPUN_55683     small conductance mechanosensitive ion channel family 
mis:MICPUN_55684     hypothetical protein 
mis:MICPUN_55689     4-diphosphocytidyl-2C-methyl-D-erythritol synthase 
mis:MICPUN_55695     heat shock transcription factor 
mis:MICPUN_55696     hypothetical protein 
mis:MICPUN_55697     hypothetical protein 
mis:MICPUN_55699     hypothetical protein 
mis:MICPUN_55704     hypothetical protein 
mis:MICPUN_55705     hypothetical protein 
mis:MICPUN_55706     hypothetical protein; K13941 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dih 
mis:MICPUN_55709     hypothetical protein 
mis:MICPUN_55711     hypothetical protein 
mis:MICPUN_55713     RAD; rad21-like protein; K06670 cohesin complex subunit SCC1 
mis:MICPUN_55714     phosphoribosylglycinamide formyltransferase; K00601 phosphoribosylglycinamide formyltransferase [EC: 
mis:MICPUN_55715     hypothetical protein; K07935 Rab-like protein 5 
mis:MICPUN_55721     hypothetical protein 
mis:MICPUN_55722     hypothetical protein 
mis:MICPUN_55723     CSD; cold-shock DNA binding protein 
mis:MICPUN_55724     hypothetical protein 
mis:MICPUN_55725     hypothetical protein 
mis:MICPUN_55730     glutathione S-transferase; K00799 glutathione S-transferase [EC:2.5.1.18] 
mis:MICPUN_55731     ribokinase kinase 
mis:MICPUN_55732     amino Acid/Auxin permease family; K14996 solute carrier family 38 (sodium-coupled neutral amino acid 
mis:MICPUN_55733     hypothetical protein 
mis:MICPUN_55736     acetyltransferase-like/FAD linked oxidase 
mis:MICPUN_55738     hypothetical protein; K00236 succinate dehydrogenase (ubiquinone) cytochrome b560 subunit 
mis:MICPUN_55742     hypothetical protein 
mis:MICPUN_55745     hypothetical protein 
mis:MICPUN_55747     hypothetical protein; K09658 dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subuni 
mis:MICPUN_55750     hypothetical protein 
mis:MICPUN_55753     hypothetical protein 
mis:MICPUN_55754     hypothetical protein 
mis:MICPUN_55755     hypothetical protein; K14801 pre-rRNA-processing protein TSR4 
mis:MICPUN_55757     hypothetical protein 
mis:MICPUN_55759     hypothetical protein 
mis:MICPUN_55763     hypothetical protein 
mis:MICPUN_55764     hypothetical protein 
mis:MICPUN_55765     hypothetical protein; K14379 tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2] 
mis:MICPUN_55769     hypothetical protein; K03142 transcription initiation factor TFIIH subunit 2 
mis:MICPUN_55772     hypothetical protein; K06110 exocyst complex component 3 
mis:MICPUN_55777     hypothetical protein 
mis:MICPUN_55779     DNA methyltransferase; K00558 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37] 
mis:MICPUN_55780     hypothetical protein 
mis:MICPUN_55785     hypothetical protein 
mis:MICPUN_55786     hypothetical protein 
mis:MICPUN_55788     hypothetical protein; K17108 non-lysosomal glucosylceramidase [EC:3.2.1.45] 
mis:MICPUN_55794     transcription elongation-nucleosome displacement protein; K15172 transcription elongation factor SPT 
mis:MICPUN_55795     hypothetical protein 
mis:MICPUN_55796     hypothetical protein 
mis:MICPUN_55797     hypothetical protein 
mis:MICPUN_55804     hypothetical protein 
mis:MICPUN_55805     hypothetical protein 
mis:MICPUN_55811     hypothetical protein 
mis:MICPUN_55814     hypothetical protein 
mis:MICPUN_55815     hypothetical protein 
mis:MICPUN_55816     hypothetical protein 
mis:MICPUN_55817     hypothetical protein 
mis:MICPUN_55818     hypothetical protein 
mis:MICPUN_55821     hypothetical protein 
mis:MICPUN_55822     hypothetical protein 
mis:MICPUN_55823     hypothetical protein 
mis:MICPUN_55826     hypothetical protein 
mis:MICPUN_55827     hypothetical protein; K17508 protein phosphatase 2C homolog 7 [EC:3.1.3.16] 
mis:MICPUN_55828     hypothetical protein 
mis:MICPUN_55831     hypothetical protein 
mis:MICPUN_55832     hypothetical protein 
mis:MICPUN_55834     hypothetical protein 
mis:MICPUN_55841     hypothetical protein 
mis:MICPUN_55850     hypothetical protein 
mis:MICPUN_55854     hypothetical protein 
mis:MICPUN_55855     hypothetical protein 
mis:MICPUN_55858     hypothetical protein 
mis:MICPUN_55859     hypothetical protein 
mis:MICPUN_55863     hypothetical protein 
mis:MICPUN_55865     hypothetical protein 
mis:MICPUN_55866     hypothetical protein 
mis:MICPUN_55867     hypothetical protein 
mis:MICPUN_55868     hypothetical protein 
mis:MICPUN_55871     hypothetical protein 
mis:MICPUN_55872     hypothetical protein 
mis:MICPUN_55873     hypothetical protein 
mis:MICPUN_55874     hypothetical protein; K17805 mitochondrial import inner membrane translocase subunit TIM16 
mis:MICPUN_55875     hypothetical protein; K17973 N-terminal acetyltransferase B complex non-catalytic subunit 
mis:MICPUN_55878     hypothetical protein 
mis:MICPUN_55879     hypothetical protein 
mis:MICPUN_55880     violaxanthin de-epoxidase 
mis:MICPUN_55886     TATA binding protein associated factor 5 protein; K03130 transcription initiation factor TFIID subun 
mis:MICPUN_55891     hypothetical protein 
mis:MICPUN_55894     RPL23; ribosomal protein L23; K02892 large subunit ribosomal protein L23 
mis:MICPUN_55896     hypothetical protein; K12617 DNA topoisomerase 2-associated protein PAT1 
mis:MICPUN_55897     carbohydrate-binding module family 48 protein; K07200 5'-AMP-activated protein kinase, regulatory ga 
mis:MICPUN_55899     hypothetical protein 
mis:MICPUN_55900     hypothetical protein; K01247 DNA-3-methyladenine glycosylase II [EC:3.2.2.21] 
mis:MICPUN_55901     hypothetical protein 
mis:MICPUN_55902     hypothetical protein 
mis:MICPUN_55903     calcineurin-like phosphoesterase; K13807 serine/threonine-protein phosphatase with EF-hands [EC:3.1. 
mis:MICPUN_55904     NURF complex component; K10752 histone-binding protein RBBP4 
mis:MICPUN_55906     H+-or Na+-translocating F-type, V-type and A-type ATPase superfamily; K02147 V-type H+-transporting  
mis:MICPUN_55907     glycosyltransferase family 32 protein 
mis:MICPUN_55909     hypothetical protein 
mis:MICPUN_55913     hypothetical protein 
mis:MICPUN_55914     hypothetical protein 
mis:MICPUN_55915     hypothetical protein; K12603 CCR4-NOT transcription complex subunit 6 
mis:MICPUN_55916     hypothetical protein 
mis:MICPUN_55917     hypothetical protein 
mis:MICPUN_55918     FYVE zinc finger protein 
mis:MICPUN_55921     hypothetical protein 
mis:MICPUN_55923     hypothetical protein 
mis:MICPUN_55924     hypothetical protein 
mis:MICPUN_55925     hypothetical protein 
mis:MICPUN_55927     hypothetical protein 
mis:MICPUN_55929     hypothetical protein 
mis:MICPUN_55930     ribosomal protein S5; K02988 small subunit ribosomal protein S5 
mis:MICPUN_55931     BEACH/WD40 domain fusion protein 
mis:MICPUN_55932     hypothetical protein 
mis:MICPUN_55935     hypothetical protein 
mis:MICPUN_55937     hypothetical protein 
mis:MICPUN_55938     hypothetical protein 
mis:MICPUN_55939     hypothetical protein 
mis:MICPUN_55940     hypothetical protein 
mis:MICPUN_55942     hypothetical protein 
mis:MICPUN_55944     hypothetical protein 
mis:MICPUN_55947     hypothetical protein; K16603 tubulin polyglutamylase TTLL9 [EC:6.-.-.-] 
mis:MICPUN_55948     hypothetical protein 
mis:MICPUN_55952     hypothetical protein; K01411 nardilysin [EC:3.4.24.61] 
mis:MICPUN_55953     cytochrome b5-like Heme/Steroid binding fusion with acyl-coa dehydrogenase 
mis:MICPUN_55954     enoylCoA hydratase/isomerase; K13238 3,2-trans-enoyl-CoA isomerase, mitochondrial [EC:5.3.3.8] 
mis:MICPUN_55955     hypothetical protein 
mis:MICPUN_55957     hypothetical protein 
mis:MICPUN_55958     hypothetical protein 
mis:MICPUN_55961     hypothetical protein 
mis:MICPUN_55964     hypothetical protein 
mis:MICPUN_55965     Propeptide/ADAMs family protein fusion 
mis:MICPUN_55966     AMY3; glycoside hydrolase family 13 protein 
mis:MICPUN_55968     hypothetical protein 
mis:MICPUN_55969     hypothetical protein 
mis:MICPUN_55973     hypothetical protein 
mis:MICPUN_55974     riboflavin synthetase; K00793 riboflavin synthase [EC:2.5.1.9] 
mis:MICPUN_55977     hypothetical protein 
mis:MICPUN_55980     hypothetical protein 
mis:MICPUN_55981     membrane bound O-acyl transferase 
mis:MICPUN_55982     hypothetical protein 
mis:MICPUN_55987     hypothetical protein 
mis:MICPUN_55988     non-transporter ABC protein; K06185 ATP-binding cassette, subfamily F, member 2 
mis:MICPUN_55989     hypothetical protein; K17969 mitochondrial fission 1 protein 
mis:MICPUN_55992     Drug/Metabolite transporter superfamily 
mis:MICPUN_55996     hypothetical protein 
mis:MICPUN_55997     hypothetical protein 
mis:MICPUN_55999     hypothetical protein 
mis:MICPUN_56000     hypothetical protein 
mis:MICPUN_56001     hypothetical protein 
mis:MICPUN_56004     hypothetical protein 
mis:MICPUN_56007     hypothetical protein 
mis:MICPUN_56008     hypothetical protein 
mis:MICPUN_56011     hypothetical protein; K09548 prefoldin subunit 1 
mis:MICPUN_56014     hypothetical protein 
mis:MICPUN_56017     kh-domain-containing protein; K11884 RNA-binding protein PNO1 
mis:MICPUN_56018     RAB; ras-related gtp-binding protein, alternative splice; K07893 Ras-related protein Rab-6A 
mis:MICPUN_56020     hypothetical protein 
mis:MICPUN_56023     hypothetical protein; K04688 p70 ribosomal S6 kinase [EC:2.7.11.1] 
mis:MICPUN_56024     dihydrouridine synthase-like family protein 
mis:MICPUN_56028     major facilitator superfamily 
mis:MICPUN_56029     hypothetical protein 
mis:MICPUN_56036     hypothetical protein 
mis:MICPUN_56037     hypothetical protein 
mis:MICPUN_56038     hypothetical protein 
mis:MICPUN_56041     hypothetical protein 
mis:MICPUN_56042     hypothetical protein 
mis:MICPUN_56044     hypothetical protein 
mis:MICPUN_56045     hypothetical protein 
mis:MICPUN_56046     hypothetical protein 
mis:MICPUN_56048     myb family protein 
mis:MICPUN_56049     hypothetical protein; K10728 topoisomerase (DNA) II binding protein 1 
mis:MICPUN_56050     LHCP2.6; prasinophyte specific chlorophyll a/b-binding protein, chloroplast precursor 
mis:MICPUN_56057     hypothetical protein 
mis:MICPUN_56060     hypothetical protein 
mis:MICPUN_56061     hypothetical protein 
mis:MICPUN_56064     bile Acid:Na+ symporter family; K14347 solute carrier family 10 (sodium/bile acid cotransporter), me 
mis:MICPUN_56065     CAO1; chlorophyllide a oxygenase 
mis:MICPUN_56067     hypothetical protein 
mis:MICPUN_56068     hypothetical protein 
mis:MICPUN_56070     peptidylprolyl cis-trans isomerase-like protein 
mis:MICPUN_56071     hypothetical protein; K15338 flap endonuclease GEN [EC:3.1.-.-] 
mis:MICPUN_56076     hypothetical protein 
mis:MICPUN_56077     nucleosome positioning protein 
mis:MICPUN_56081     hypothetical protein 
mis:MICPUN_56087     hypothetical protein 
mis:MICPUN_56091     ARSB; arsenite-antimonite efflux family 
mis:MICPUN_56093     hypothetical protein 
mis:MICPUN_56096     hypothetical protein 
mis:MICPUN_56097     hypothetical protein 
mis:MICPUN_56100     hypothetical protein 
mis:MICPUN_56103     hypothetical protein 
mis:MICPUN_56104     hypothetical protein 
mis:MICPUN_56109     hypothetical protein 
mis:MICPUN_56110     RPL27; ribosomal protein L27 
mis:MICPUN_56111     hypothetical protein 
mis:MICPUN_56112     hypothetical protein 
mis:MICPUN_56113     hypothetical protein; K03183 ubiquinone/menaquinone biosynthesis methyltransferase [EC:2.1.1.163 2.1 
mis:MICPUN_56114     folate-biopterin transporter family 
mis:MICPUN_56115     bZIP transcription factor 
mis:MICPUN_56116     hypothetical protein; K02355 elongation factor G 
mis:MICPUN_56117     hypothetical protein 
mis:MICPUN_56118     REJ domain-containing protein 
mis:MICPUN_56120     hypothetical protein 
mis:MICPUN_56122     hypothetical protein 
mis:MICPUN_56123     DUF602-containing protein 
mis:MICPUN_56124     SEPSECS; O-phosphoseryl-tRNA selenium transferase; K03341 O-phospho-L-seryl-tRNASec:L-selenocysteiny 
mis:MICPUN_56125     hypothetical protein 
