
GenomeNet icon	
LinkDB Search


Mode: Single Entry to Database
From: KEGG GENOME T01029
To: KEGG GENES
Hits: 7603 from 1 database
ID                   Definition
olu:OSTLU_17380      hypothetical protein; K11253 histone H3 
olu:OSTLU_17383      hypothetical protein 
olu:OSTLU_17395      hypothetical protein 
olu:OSTLU_17396      hypothetical protein 
olu:OSTLU_17401      MC family transporter 
olu:OSTLU_17407      hypothetical protein 
olu:OSTLU_17408      RPL38; Ribosomal protein L38, component of cytosolic 80S ribosome and 60S large subunit; K02923 larg 
olu:OSTLU_17414      hypothetical protein; K04718 sphingosine kinase [EC:2.7.1.91] 
olu:OSTLU_17416      hypothetical protein 
olu:OSTLU_17423      hypothetical protein 
olu:OSTLU_17427      hypothetical protein 
olu:OSTLU_17428      hypothetical protein; K01810 glucose-6-phosphate isomerase [EC:5.3.1.9] 
olu:OSTLU_17430      hypothetical protein 
olu:OSTLU_17433      hypothetical protein 
olu:OSTLU_17434      hypothetical protein 
olu:OSTLU_17441      hypothetical protein 
olu:OSTLU_17444      hypothetical protein 
olu:OSTLU_17449      hypothetical protein 
olu:OSTLU_17454      hypothetical protein; K15637 serine/threonine-protein phosphatase PGAM5 [EC:3.1.3.16] 
olu:OSTLU_17464      hypothetical protein; K00555 tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1. 
olu:OSTLU_17465      hypothetical protein; K14004 protein transport protein SEC13 
olu:OSTLU_17468      hypothetical protein 
olu:OSTLU_17471      hypothetical protein 
olu:OSTLU_17472      hypothetical protein 
olu:OSTLU_17476      hypothetical protein; K14797 essential nuclear protein 1 
olu:OSTLU_17478      hypothetical protein 
olu:OSTLU_17484      hypothetical protein 
olu:OSTLU_17486      hypothetical protein 
olu:OSTLU_17487      hypothetical protein 
olu:OSTLU_17489      hypothetical protein 
olu:OSTLU_17503      hypothetical protein 
olu:OSTLU_17508      hypothetical protein 
olu:OSTLU_17510      hypothetical protein 
olu:OSTLU_17513      hypothetical protein; K02208 cyclin-dependent kinase 8/11 [EC:2.7.11.22 2.7.11.23] 
olu:OSTLU_17535      hypothetical protein; K14153 hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiam 
olu:OSTLU_17549      hypothetical protein 
olu:OSTLU_17552      hypothetical protein; K08488 syntaxin 7 
olu:OSTLU_17555      hypothetical protein 
olu:OSTLU_17563      hypothetical protein; K13789 geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1 
olu:OSTLU_17567      hypothetical protein 
olu:OSTLU_17568      hypothetical protein; K08596 sentrin-specific protease 7 [EC:3.4.22.68] 
olu:OSTLU_17572      hypothetical protein 
olu:OSTLU_17573      hypothetical protein; K02835 peptide chain release factor 1 
olu:OSTLU_17574      hypothetical protein; K06892 
olu:OSTLU_17589      hypothetical protein 
olu:OSTLU_17590      hypothetical protein; K15030 translation initiation factor 3 subunit M 
olu:OSTLU_17595      hypothetical protein 
olu:OSTLU_17596      hypothetical protein 
olu:OSTLU_17597      hypothetical protein 
olu:OSTLU_17599      hypothetical protein 
olu:OSTLU_17601      hypothetical protein 
olu:OSTLU_17602      hypothetical protein 
olu:OSTLU_17607      hypothetical protein; K00485 dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8] 
olu:OSTLU_17608      hypothetical protein 
olu:OSTLU_17613      hypothetical protein 
olu:OSTLU_17617      hypothetical protein; K00942 guanylate kinase [EC:2.7.4.8] 
olu:OSTLU_17621      hypothetical protein; K03163 DNA topoisomerase I [EC:5.99.1.2] 
olu:OSTLU_17622      hypothetical protein 
olu:OSTLU_17623      hypothetical protein 
olu:OSTLU_17626      hypothetical protein; K10870 RAD51-like protein 2 
olu:OSTLU_17627      hypothetical protein 
olu:OSTLU_17635      hypothetical protein 
olu:OSTLU_17638      hypothetical protein; K06941 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192] 
olu:OSTLU_17640      hypothetical protein 
olu:OSTLU_17648      GTE3501; hypothetical protein 
olu:OSTLU_17653      hypothetical protein; K07253 phenylpyruvate tautomerase [EC:5.3.2.1] 
olu:OSTLU_17656      hypothetical protein; K01599 uroporphyrinogen decarboxylase [EC:4.1.1.37] 
olu:OSTLU_17672      DMT family transporter: drug/metabolite 
olu:OSTLU_17675      hypothetical protein 
olu:OSTLU_17704      hypothetical protein 
olu:OSTLU_17711      hypothetical protein 
olu:OSTLU_17716      hypothetical protein 
olu:OSTLU_17718      BRAT3501; hypothetical protein 
olu:OSTLU_17719      hypothetical protein 
olu:OSTLU_17729      hypothetical protein; K15900 tRNA threonylcarbamoyladenosine biosynthesis protein 
olu:OSTLU_17734      hypothetical protein 
olu:OSTLU_17735      CHB3501; hypothetical protein; K11649 SWI/SNF related-matrix-associated actin-dependent regulator of 
olu:OSTLU_17757      hypothetical protein 
olu:OSTLU_17761      hypothetical protein 
olu:OSTLU_17762      hypothetical protein 
olu:OSTLU_17763      hypothetical protein; K01001 UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphot 
olu:OSTLU_17764      hypothetical protein 
olu:OSTLU_17765      VIC family transporter: potassium ion channel, potassium voltage-gated channel, subfamily H (Eag-rel 
olu:OSTLU_17769      hypothetical protein; K11129 H/ACA ribonucleoprotein complex subunit 2 
olu:OSTLU_17783      hypothetical protein 
olu:OSTLU_17797      hypothetical protein 
olu:OSTLU_17798      hypothetical protein 
olu:OSTLU_17799      hypothetical protein 
olu:OSTLU_17803      hypothetical protein; K10739 replication factor A2 
olu:OSTLU_17805      hypothetical protein 
olu:OSTLU_17819      hypothetical protein 
olu:OSTLU_17826      hypothetical protein; K07305 peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12] 
olu:OSTLU_17829      BASS family transporter: sodium ion/bile acid 
olu:OSTLU_17830      hypothetical protein 
olu:OSTLU_17840      hypothetical protein; K12418 fatty acid desaturase (delta-4 desaturase) [EC:1.14.19.-] 
olu:OSTLU_17845      hypothetical protein 
olu:OSTLU_17852      hypothetical protein; K01933 phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] 
olu:OSTLU_17874      hypothetical protein 
olu:OSTLU_17878      hypothetical protein; K11446 histone demethylase JARID1 [EC:1.14.11.-] 
olu:OSTLU_17885      hypothetical protein 
olu:OSTLU_17898      hypothetical protein 
olu:OSTLU_17900      hypothetical protein 
olu:OSTLU_17916      hypothetical protein 
olu:OSTLU_17919      hypothetical protein 
olu:OSTLU_17931      hypothetical protein 
olu:OSTLU_1794       hypothetical protein 
olu:OSTLU_17941      hypothetical protein 
olu:OSTLU_17947      hypothetical protein 
olu:OSTLU_17948      SDG3506a; hypothetical protein 
olu:OSTLU_17952      hypothetical protein 
olu:OSTLU_17955      hypothetical protein 
olu:OSTLU_17956      hypothetical protein 
olu:OSTLU_17964      SDG3520; hypothetical protein 
olu:OSTLU_17975      hypothetical protein 
olu:OSTLU_17981      hypothetical protein 
olu:OSTLU_17984      hypothetical protein 
olu:OSTLU_17994      hypothetical protein 
olu:OSTLU_17998      hypothetical protein 
olu:OSTLU_18002      hypothetical protein; K01881 prolyl-tRNA synthetase [EC:6.1.1.15] 
olu:OSTLU_18007      hypothetical protein 
olu:OSTLU_18023      hypothetical protein 
olu:OSTLU_18031      ZIP family transporter: zinc ion 
olu:OSTLU_18062      hypothetical protein 
olu:OSTLU_18067      hypothetical protein 
olu:OSTLU_18069      hypothetical protein; K14376 poly(A) polymerase [EC:2.7.7.19] 
olu:OSTLU_18070      hypothetical protein 
olu:OSTLU_18072      hypothetical protein 
olu:OSTLU_18077      PRPS5B; Plastid ribosomal protein S5B small ribosomal subunit; K02988 small subunit ribosomal protei 
olu:OSTLU_18081      hypothetical protein 
olu:OSTLU_18085      hypothetical protein 
olu:OSTLU_18094      MRPL9A; Putative mitochondrial ribosomal protein L9A, imported to mitochondria; K02939 large subunit 
olu:OSTLU_1811       hypothetical protein; K01230 mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113] 
olu:OSTLU_18112      hypothetical protein 
olu:OSTLU_18114      hypothetical protein 
olu:OSTLU_18115      hypothetical protein 
olu:OSTLU_18116      hypothetical protein 
olu:OSTLU_18121      hypothetical protein 
olu:OSTLU_18123      hypothetical protein; K14376 poly(A) polymerase [EC:2.7.7.19] 
olu:OSTLU_18124      hypothetical protein 
olu:OSTLU_18125      hypothetical protein 
olu:OSTLU_18130      hypothetical protein 
olu:OSTLU_18135      hypothetical protein 
olu:OSTLU_18136      hypothetical protein 
olu:OSTLU_18137      hypothetical protein 
olu:OSTLU_18148      hypothetical protein 
olu:OSTLU_18149      DMT family transporter: triose phosphate/phosphate; K15283 solute carrier family 35, member E1 
olu:OSTLU_18155      hypothetical protein 
olu:OSTLU_18161      hypothetical protein 
olu:OSTLU_18170      hypothetical protein 
olu:OSTLU_18177      hypothetical protein 
olu:OSTLU_18182      hypothetical protein 
olu:OSTLU_18189      hypothetical protein 
olu:OSTLU_18191      hypothetical protein 
olu:OSTLU_18193      hypothetical protein 
olu:OSTLU_18195      CYN18-1; Peptidyl-prolyl cis-trans isomerase, cyclophilin-type; K12734 peptidyl-prolyl cis-trans iso 
olu:OSTLU_18196      hypothetical protein 
olu:OSTLU_18205      hypothetical protein 
olu:OSTLU_18206      hypothetical protein 
olu:OSTLU_18213      hypothetical protein 
olu:OSTLU_18224      hypothetical protein; K00931 glutamate 5-kinase [EC:2.7.2.11] 
olu:OSTLU_18226      hypothetical protein 
olu:OSTLU_18235      hypothetical protein 
olu:OSTLU_1824       hypothetical protein; K15747 beta-ring hydroxylase [EC:1.14.-.-] 
olu:OSTLU_18241      hypothetical protein 
olu:OSTLU_18243      hypothetical protein; K14545 ribosomal RNA-processing protein 7 
olu:OSTLU_18251      hypothetical protein; K08371 cytochrome b-561 domain containing protein 2 
olu:OSTLU_18254      FTR; ferredoxin thioredoxin reductase beta chain; K17892 ferredoxin-thioredoxin reductase catalytic  
olu:OSTLU_18257      hypothetical protein 
olu:OSTLU_18258      hypothetical protein 
olu:OSTLU_18262      hypothetical protein 
olu:OSTLU_18265      hypothetical protein 
olu:OSTLU_18267      RPL23; Ribosomal protein L23, component of cytosolic 80S ribosome and 60S large subunit 
olu:OSTLU_18270      hypothetical protein 
olu:OSTLU_18275      hypothetical protein 
olu:OSTLU_18276      hypothetical protein 
olu:OSTLU_1828       hypothetical protein; K14682 amino-acid N-acetyltransferase [EC:2.3.1.1] 
olu:OSTLU_18283      hypothetical protein; K15433 RLL motif containing protein 1 
olu:OSTLU_18290      hypothetical protein; K06072 deoxyhypusine monooxygenase [EC:1.14.99.29] 
olu:OSTLU_18298      hypothetical protein 
olu:OSTLU_18317      hypothetical protein 
olu:OSTLU_18320      hypothetical protein 
olu:OSTLU_18322      hypothetical protein 
olu:OSTLU_18327      hypothetical protein 
olu:OSTLU_18337      hypothetical protein 
olu:OSTLU_18354      hypothetical protein; K11984 U4/U6.U5 tri-snRNP-associated protein 1 
olu:OSTLU_18357      hypothetical protein 
olu:OSTLU_18359      hypothetical protein 
olu:OSTLU_18363      hypothetical protein 
olu:OSTLU_18364      hypothetical protein 
olu:OSTLU_18368      hypothetical protein; K03842 beta-1,4-mannosyltransferase [EC:2.4.1.142] 
olu:OSTLU_18371      hypothetical protein 
olu:OSTLU_18374      SDG3516; hypothetical protein 
olu:OSTLU_18379      hypothetical protein 
olu:OSTLU_18387      hypothetical protein 
olu:OSTLU_18389      hypothetical protein 
olu:OSTLU_18395      hypothetical protein 
olu:OSTLU_18400      hypothetical protein 
olu:OSTLU_18417      hypothetical protein 
olu:OSTLU_18435      hypothetical protein 
olu:OSTLU_18436      hypothetical protein 
olu:OSTLU_18438      hypothetical protein 
olu:OSTLU_18446      hypothetical protein; K01599 uroporphyrinogen decarboxylase [EC:4.1.1.37] 
olu:OSTLU_18447      FBP17-2; peptidyl-prolyl cis-trans isomerase, FKBP-type 
olu:OSTLU_18450      hypothetical protein 
olu:OSTLU_18463      hypothetical protein 
olu:OSTLU_18471      hypothetical protein; K17757 ATP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.93] 
olu:OSTLU_18475      hypothetical protein 
olu:OSTLU_18489      hypothetical protein 
olu:OSTLU_18490      DMT family transporter: drug/metabolite 
olu:OSTLU_18495      hypothetical protein; K03141 transcription initiation factor TFIIH subunit 1 
olu:OSTLU_18496      hypothetical protein 
olu:OSTLU_18497      hypothetical protein 
olu:OSTLU_18502      hypothetical protein; K03941 NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3] 
olu:OSTLU_18518      hypothetical protein 
olu:OSTLU_18525      hypothetical protein 
olu:OSTLU_18526      RPS4; Ribosomal protein S4, component of cytosolic 80S ribosome and 40S small subunit; K02987 small  
olu:OSTLU_18532      RPS2; Cytosolic 80S ribosomal protein S2; Cytosolic 40S small ribosomal subunit protein S2; K02981 s 
olu:OSTLU_18539      hypothetical protein; K01062 platelet-activating factor acetylhydrolase [EC:3.1.1.47] 
olu:OSTLU_1854       hypothetical protein; K00225 L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3] 
olu:OSTLU_18543      hypothetical protein 
olu:OSTLU_18546      hypothetical protein 
olu:OSTLU_18550      hypothetical protein 
olu:OSTLU_18551      hypothetical protein 
olu:OSTLU_18554      hypothetical protein; K16912 ribosomal biogenesis protein LAS1 
olu:OSTLU_18573      hypothetical protein 
olu:OSTLU_18578      hypothetical protein 
olu:OSTLU_18580      hypothetical protein 
olu:OSTLU_18582      hypothetical protein; K08262 delta12-fatty acid dehydrogenase [EC:1.14.99.33] 
olu:OSTLU_18587      SDG3502; hypothetical protein; K11423 histone-lysine N-methyltransferase SETD2 [EC:2.1.1.43] 
olu:OSTLU_1860       hypothetical protein; K10085 ER degradation enhancer, mannosidase alpha-like 2 
olu:OSTLU_18600      hypothetical protein 
olu:OSTLU_18607      hypothetical protein; K12618 5'-3' exoribonuclease 1 [EC:3.1.13.-] 
olu:OSTLU_18609      hypothetical protein 
olu:OSTLU_18613      hypothetical protein 
olu:OSTLU_18615      hypothetical protein 
olu:OSTLU_18626      hypothetical protein 
olu:OSTLU_18630      hypothetical protein 
olu:OSTLU_18632      hypothetical protein 
olu:OSTLU_18645      hypothetical protein 
olu:OSTLU_18657      hypothetical protein; K15326 tRNA-splicing endonuclease subunit Sen54 
olu:OSTLU_18661      hypothetical protein 
olu:OSTLU_18662      hypothetical protein 
olu:OSTLU_18664      hypothetical protein 
olu:OSTLU_18666      hypothetical protein 
olu:OSTLU_18669      hypothetical protein 
olu:OSTLU_18674      PRPL22; Plastid ribosomal protein L22 large ribosomal subunit 
olu:OSTLU_1868       hypothetical protein; K14843 pescadillo 
olu:OSTLU_18686      hypothetical protein 
olu:OSTLU_18694      hypothetical protein 
olu:OSTLU_18697      hypothetical protein 
olu:OSTLU_18700      hypothetical protein 
olu:OSTLU_18701      hypothetical protein; K10046 GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-] 
olu:OSTLU_18703      VIC family transporter: potassium ion channel subfamily G 
olu:OSTLU_18704      hypothetical protein 
olu:OSTLU_1871       CPA1 family transporter: sodium ion/proton; K03316 monovalent cation:H+ antiporter, CPA1 family 
olu:OSTLU_18717      hypothetical protein 
olu:OSTLU_18726      hypothetical protein; K07025 putative hydrolase of the HAD superfamily 
olu:OSTLU_18734      TPR4; TPR-repeat containing protein 
olu:OSTLU_18755      hypothetical protein 
olu:OSTLU_18758      hypothetical protein 
olu:OSTLU_18759      hypothetical protein 
olu:OSTLU_18762      hypothetical protein; K06963 tRNA acetyltransferase TAN1 
olu:OSTLU_18771      hypothetical protein 
olu:OSTLU_18772      hypothetical protein 
olu:OSTLU_18773      hypothetical protein 
olu:OSTLU_18782      hypothetical protein 
olu:OSTLU_18783      hypothetical protein 
olu:OSTLU_18789      hypothetical protein 
olu:OSTLU_18791      hypothetical protein 
olu:OSTLU_18795      DMT family transporter: GDP-mannose 
olu:OSTLU_18797      hypothetical protein 
olu:OSTLU_18800      hypothetical protein 
olu:OSTLU_18809      hypothetical protein 
olu:OSTLU_18813      hypothetical protein 
olu:OSTLU_18822      hypothetical protein; K00737 beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase 
olu:OSTLU_18825      hypothetical protein 
olu:OSTLU_18839      hypothetical protein 
olu:OSTLU_18847      hypothetical protein 
olu:OSTLU_1885       CaCA family transporter: sodium ion/potassium ion/calcium ion 
olu:OSTLU_18855      hypothetical protein 
olu:OSTLU_18862      hypothetical protein 
olu:OSTLU_18863      hypothetical protein; K15296 alpha-soluble NSF attachment protein 
olu:OSTLU_18870      hypothetical protein 
olu:OSTLU_18871      hypothetical protein 
olu:OSTLU_18874      hypothetical protein 
olu:OSTLU_18877      hypothetical protein 
olu:OSTLU_18884      hypothetical protein 
olu:OSTLU_18885      hypothetical protein 
olu:OSTLU_18895      hypothetical protein 
olu:OSTLU_18900      hypothetical protein 
olu:OSTLU_18901      hypothetical protein 
olu:OSTLU_18903      TPR7; TRP-containing protein 
olu:OSTLU_18904      hypothetical protein 
olu:OSTLU_18906      ELIP19; possible early light inducible protein 
olu:OSTLU_18911      hypothetical protein 
olu:OSTLU_18927      hypothetical protein 
olu:OSTLU_18937      hypothetical protein; K12813 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [EC:3.6.4.13] 
olu:OSTLU_18950      hypothetical protein 
olu:OSTLU_18953      hypothetical protein; K07025 putative hydrolase of the HAD superfamily 
olu:OSTLU_1898       MC family transporter: aspartate/glutamate (Ca2+-activated); K14684 solute carrier family 25 (mitoch 
olu:OSTLU_18982      hypothetical protein 
olu:OSTLU_18985      CHR3518; hypothetical protein 
olu:OSTLU_18991      HMGB3501; hypothetical protein; K09272 structure-specific recognition protein 1 
olu:OSTLU_19001      hypothetical protein 
olu:OSTLU_19010      hypothetical protein 
olu:OSTLU_19017      SDG3503; hypothetical protein 
olu:OSTLU_19022      hypothetical protein 
olu:OSTLU_19023      hypothetical protein 
olu:OSTLU_19024      hypothetical protein 
olu:OSTLU_19031      hypothetical protein; K03506 DNA polymerase epsilon subunit 4 [EC:2.7.7.7] 
olu:OSTLU_19051      hypothetical protein 
olu:OSTLU_19066      hypothetical protein 
olu:OSTLU_19070      hypothetical protein 
olu:OSTLU_19075      hypothetical protein 
olu:OSTLU_19080      hypothetical protein 
olu:OSTLU_19089      hypothetical protein 
olu:OSTLU_1909       hypothetical protein 
olu:OSTLU_19090      hypothetical protein 
olu:OSTLU_19091      MRPL20; Putative mitochondrial ribosomal protein L20 
olu:OSTLU_19106      hypothetical protein; K10838 xeroderma pigmentosum group C-complementing protein 
olu:OSTLU_19107      hypothetical protein; K11803 WD repeat-containing protein 40A 
olu:OSTLU_19114      hypothetical protein 
olu:OSTLU_19120      hypothetical protein 
olu:OSTLU_19125      HMGB3506; hypothetical protein 
olu:OSTLU_19126      hypothetical protein 
olu:OSTLU_19130      hypothetical protein 
olu:OSTLU_19134      hypothetical protein 
olu:OSTLU_19135      hypothetical protein 
olu:OSTLU_19140      hypothetical protein 
olu:OSTLU_19144      hypothetical protein 
olu:OSTLU_19151      hypothetical protein 
olu:OSTLU_19153      hypothetical protein; K00818 acetylornithine aminotransferase [EC:2.6.1.11] 
olu:OSTLU_19157      hypothetical protein 
olu:OSTLU_19163      SDG3506b; hypothetical protein 
olu:OSTLU_19169      hypothetical protein 
olu:OSTLU_19171      hypothetical protein; K03247 translation initiation factor 3 subunit H 
olu:OSTLU_19174      PPR3_21; pentatrichopeptide repeat (PPR) protein 
olu:OSTLU_19178      hypothetical protein 
olu:OSTLU_19190      hypothetical protein 
olu:OSTLU_19192      hypothetical protein 
olu:OSTLU_19197      hypothetical protein 
olu:OSTLU_19207      hypothetical protein 
olu:OSTLU_19210      hypothetical protein 
olu:OSTLU_19223      hypothetical protein 
olu:OSTLU_19230      hypothetical protein; K11446 histone demethylase JARID1 [EC:1.14.11.-] 
olu:OSTLU_19236      hypothetical protein 
olu:OSTLU_19237      hypothetical protein; K13181 ATP-dependent RNA helicase DDX27 [EC:3.6.4.13] 
olu:OSTLU_19257      hypothetical protein; K01933 phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] 
olu:OSTLU_19264      hypothetical protein 
olu:OSTLU_19266      hypothetical protein 
olu:OSTLU_19270      hypothetical protein 
olu:OSTLU_19271      HXA3502; hypothetical protein; K11314 transcriptional adapter 2-alpha 
olu:OSTLU_19278      hypothetical protein 
olu:OSTLU_19280      hypothetical protein 
olu:OSTLU_19285      hypothetical protein 
olu:OSTLU_193        hypothetical protein; K14442 ATP-dependent RNA helicase DHX36 [EC:3.6.4.13] 
olu:OSTLU_19323      hypothetical protein; K12176 COP9 signalosome complex subunit 2 
olu:OSTLU_19336      hypothetical protein; K07203 FKBP12-rapamycin complex-associated protein 
olu:OSTLU_19418      PYR5; Uridine 5'- monophosphate synthase; K13421 uridine monophosphate synthetase [EC:2.4.2.10 4.1.1 
olu:OSTLU_19438      hypothetical protein; K11717 cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16] 
olu:OSTLU_19472      hypothetical protein; K06674 structural maintenance of chromosome 2 
olu:OSTLU_1953       hypothetical protein 
olu:OSTLU_19549      hypothetical protein; K01939 adenylosuccinate synthase [EC:6.3.4.4] 
olu:OSTLU_19560      hypothetical protein; K01867 tryptophanyl-tRNA synthetase [EC:6.1.1.2] 
olu:OSTLU_19561      hypothetical protein; K01881 prolyl-tRNA synthetase [EC:6.1.1.15] 
olu:OSTLU_19583      hypothetical protein; K15728 phosphatidate phosphatase LPIN [EC:3.1.3.4] 
olu:OSTLU_19643      hypothetical protein; K09503 DnaJ homolog subfamily A member 2 
olu:OSTLU_19644      hypothetical protein; K01265 methionyl aminopeptidase [EC:3.4.11.18] 
olu:OSTLU_19676      hypothetical protein; K00860 adenylylsulfate kinase [EC:2.7.1.25] 
olu:OSTLU_19706      hypothetical protein; K07200 5'-AMP-activated protein kinase, regulatory gamma subunit 
olu:OSTLU_19724      hypothetical protein; K09560 suppressor of tumorigenicity protein 13 
olu:OSTLU_1973       hypothetical protein 
olu:OSTLU_19738      hypothetical protein 
olu:OSTLU_19754      hypothetical protein; K00764 amidophosphoribosyltransferase [EC:2.4.2.14] 
olu:OSTLU_19757      hypothetical protein; K02438 glycogen operon protein [EC:3.2.1.-] 
olu:OSTLU_19794      RACK1A; Receptor of activated protein kinase C 1A, component of 40S small ribosomal subunit; K14753  
olu:OSTLU_19801      hypothetical protein; K09498 T-complex protein 1 subunit zeta 
olu:OSTLU_19807      hypothetical protein 
olu:OSTLU_19811      hypothetical protein; K09495 T-complex protein 1 subunit gamma 
olu:OSTLU_19816      PYR2; aspartate carbamoyltransferase; K00609 aspartate carbamoyltransferase catalytic subunit [EC:2. 
olu:OSTLU_19841      hypothetical protein 
olu:OSTLU_19853      hypothetical protein; K01940 argininosuccinate synthase [EC:6.3.4.5] 
olu:OSTLU_19857      HSP90B; Heat Shock Protein 90, endoplasmic reticulum; K09487 heat shock protein 90kDa beta 
olu:OSTLU_199        P-ATPase family transporter: cation; K14950 cation-transporting ATPase 13A1 [EC:3.6.3.-] 
olu:OSTLU_19906      hypothetical protein; K12819 pre-mRNA-processing factor SLU7 
olu:OSTLU_1996       hypothetical protein 
olu:OSTLU_200        hypothetical protein 
olu:OSTLU_2019       hypothetical protein 
olu:OSTLU_203        HMA4; P-ATPase family transporter: copper ion; heavy metal translocating P-type ATPase-like protein; 
olu:OSTLU_2054       hypothetical protein; K14835 ribosomal RNA methyltransferase Nop2 [EC:2.1.1.-] 
olu:OSTLU_2105       hypothetical protein 
olu:OSTLU_2142       hypothetical protein 
olu:OSTLU_2143       hypothetical protein; K16487 spindle assembly abnormal protein 6 
olu:OSTLU_2153       hypothetical protein 
olu:OSTLU_2171       hypothetical protein; K13941 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dih 
olu:OSTLU_2179       hypothetical protein; K14539 large subunit GTPase 1 [EC:3.6.1.-] 
olu:OSTLU_2187       hypothetical protein 
olu:OSTLU_2239       hypothetical protein; K14549 U3 small nucleolar RNA-associated protein 15 
olu:OSTLU_2246       hypothetical protein 
olu:OSTLU_2257       hypothetical protein; K07047 
olu:OSTLU_2261       hypothetical protein; K06173 tRNA pseudouridine38-40 synthase [EC:5.4.99.12] 
olu:OSTLU_2292       hypothetical protein 
olu:OSTLU_2293       hypothetical protein; K14319 Ran GTPase-activating protein 1 
olu:OSTLU_2301       MFS family transporter: organic cation 
olu:OSTLU_2307       hypothetical protein 
olu:OSTLU_2316       CPA1 family transporter: sodium ion/proton; K03316 monovalent cation:H+ antiporter, CPA1 family 
olu:OSTLU_2326       hypothetical protein; K15542 polyadenylation factor subunit 2 
olu:OSTLU_2338       hypothetical protein 
olu:OSTLU_2351       hypothetical protein 
olu:OSTLU_23817      hypothetical protein 
olu:OSTLU_23818      hypothetical protein 
olu:OSTLU_23820      hypothetical protein 
olu:OSTLU_23821      hypothetical protein 
olu:OSTLU_23829      HSP90C; Heat Shock Protein 90; K09487 heat shock protein 90kDa beta 
olu:OSTLU_23838      RPL3; Ribosomal protein L3, component of cytosolic 80S ribosome and 60S large subunit; K02925 large  
olu:OSTLU_23853      hypothetical protein 
olu:OSTLU_23854      hypothetical protein 
olu:OSTLU_23867      hypothetical protein; K01886 glutaminyl-tRNA synthetase [EC:6.1.1.18] 
olu:OSTLU_23873      hypothetical protein 
olu:OSTLU_23877      hypothetical protein 
olu:OSTLU_23879      hypothetical protein 
olu:OSTLU_23881      hypothetical protein 
olu:OSTLU_23889      hypothetical protein 
olu:OSTLU_23897      hypothetical protein 
olu:OSTLU_239        hypothetical protein; K11644 paired amphipathic helix protein Sin3a 
olu:OSTLU_23908      hypothetical protein; K17086 transmembrane 9 superfamily member 2/4 
olu:OSTLU_23918      hypothetical protein 
olu:OSTLU_23929      hypothetical protein 
olu:OSTLU_23932      hypothetical protein 
olu:OSTLU_23938      hypothetical protein 
olu:OSTLU_23942      hypothetical protein 
olu:OSTLU_23955      ClpX1; mitochondrial ClpX chaperone; K03544 ATP-dependent Clp protease ATP-binding subunit ClpX 
olu:OSTLU_23957      hypothetical protein; K12486 stromal membrane-associated protein 
olu:OSTLU_23960      hypothetical protein 
olu:OSTLU_23970      hypothetical protein 
olu:OSTLU_23972      hypothetical protein 
olu:OSTLU_23987      hypothetical protein 
olu:OSTLU_23992      hypothetical protein 
olu:OSTLU_24002      MC family transporter: aspartate/glutamate (Ca2+-activated) 
olu:OSTLU_24019      hypothetical protein; K16484 rotatin 
olu:OSTLU_24021      hypothetical protein 
olu:OSTLU_24022      hypothetical protein; K03018 DNA-directed RNA polymerase III subunit RPC1 [EC:2.7.7.6] 
olu:OSTLU_24026      hypothetical protein 
olu:OSTLU_24045      lhca4; Photosystem I light harvesting complex, chlorophyll a/b binding; K08910 light-harvesting comp 
olu:OSTLU_24052      hypothetical protein 
olu:OSTLU_24082      GSR1; glutathione reductase; K00383 glutathione reductase (NADPH) [EC:1.8.1.7] 
olu:OSTLU_24119      hypothetical protein; K07904 Ras-related protein Rab-11A 
olu:OSTLU_24121      hypothetical protein; K15446 tRNA:m4X modification enzyme [EC:2.1.1.225] 
olu:OSTLU_24137      hypothetical protein 
olu:OSTLU_24143      hypothetical protein 
olu:OSTLU_24147      hypothetical protein 
olu:OSTLU_24150      hypothetical protein; K08262 delta12-fatty acid dehydrogenase [EC:1.14.99.33] 
olu:OSTLU_24151      hypothetical protein 
olu:OSTLU_24164      hypothetical protein 
olu:OSTLU_24165      hypothetical protein 
olu:OSTLU_24166      hypothetical protein; K12343 3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.1.22] 
